x, y, z, pop, file, url
2303,3168,13,175,tiles/13/2303/3168.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3168.png
2303,3169,13,175,tiles/13/2303/3169.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3169.png
2303,3170,13,120,tiles/13/2303/3170.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3170.png
2303,3171,13,95,tiles/13/2303/3171.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3171.png
2303,3172,13,95,tiles/13/2303/3172.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3172.png
2303,3173,13,110,tiles/13/2303/3173.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3173.png
2303,3174,13,194,tiles/13/2303/3174.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3174.png
2303,3175,13,206,tiles/13/2303/3175.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3175.png
2303,3176,13,200,tiles/13/2303/3176.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3176.png
2303,3177,13,210,tiles/13/2303/3177.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3177.png
2303,3178,13,246,tiles/13/2303/3178.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3178.png
2303,3179,13,270,tiles/13/2303/3179.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3179.png
2303,3180,13,166,tiles/13/2303/3180.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3180.png
2303,3181,13,166,tiles/13/2303/3181.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3181.png
2303,3182,13,180,tiles/13/2303/3182.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3182.png
2303,3183,13,180,tiles/13/2303/3183.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3183.png
2303,3184,13,135,tiles/13/2303/3184.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3184.png
2303,3185,13,111,tiles/13/2303/3185.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3185.png
2303,3186,13,103,tiles/13/2303/3186.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3186.png
2303,3187,13,103,tiles/13/2303/3187.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3187.png
2303,3188,13,105,tiles/13/2303/3188.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3188.png
2303,3189,13,117,tiles/13/2303/3189.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3189.png
2303,3190,13,126,tiles/13/2303/3190.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3190.png
2303,3191,13,126,tiles/13/2303/3191.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3191.png
2303,3192,13,126,tiles/13/2303/3192.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3192.png
2303,3193,13,126,tiles/13/2303/3193.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3193.png
2303,3194,13,149,tiles/13/2303/3194.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3194.png
2303,3195,13,172,tiles/13/2303/3195.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3195.png
2303,3196,13,172,tiles/13/2303/3196.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3196.png
2303,3197,13,172,tiles/13/2303/3197.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3197.png
2303,3198,13,172,tiles/13/2303/3198.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2303/3198.png
2305,3071,13,254,tiles/13/2305/3071.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3071.png
2305,3072,13,266,tiles/13/2305/3072.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3072.png
2305,3073,13,96,tiles/13/2305/3073.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3073.png
2305,3074,13,96,tiles/13/2305/3074.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3074.png
2305,3075,13,99,tiles/13/2305/3075.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3075.png
2305,3076,13,133,tiles/13/2305/3076.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3076.png
2305,3077,13,141,tiles/13/2305/3077.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3077.png
2305,3078,13,141,tiles/13/2305/3078.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3078.png
2305,3079,13,230,tiles/13/2305/3079.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3079.png
2305,3080,13,424,tiles/13/2305/3080.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3080.png
2305,3081,13,424,tiles/13/2305/3081.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3081.png
2305,3082,13,487,tiles/13/2305/3082.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3082.png
2305,3083,13,514,tiles/13/2305/3083.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3083.png
2305,3084,13,529,tiles/13/2305/3084.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3084.png
2305,3085,13,658,tiles/13/2305/3085.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3085.png
2305,3086,13,630,tiles/13/2305/3086.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3086.png
2305,3087,13,564,tiles/13/2305/3087.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3087.png
2305,3088,13,594,tiles/13/2305/3088.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3088.png
2305,3089,13,3084,tiles/13/2305/3089.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3089.png
2305,3090,13,743,tiles/13/2305/3090.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3090.png
2305,3091,13,497,tiles/13/2305/3091.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3091.png
2305,3092,13,591,tiles/13/2305/3092.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3092.png
2305,3093,13,688,tiles/13/2305/3093.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3093.png
2305,3094,13,389,tiles/13/2305/3094.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3094.png
2305,3095,13,397,tiles/13/2305/3095.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3095.png
2305,3096,13,375,tiles/13/2305/3096.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3096.png
2305,3097,13,183,tiles/13/2305/3097.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3097.png
2305,3098,13,180,tiles/13/2305/3098.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3098.png
2305,3099,13,180,tiles/13/2305/3099.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3099.png
2305,3100,13,180,tiles/13/2305/3100.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3100.png
2305,3101,13,180,tiles/13/2305/3101.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3101.png
2305,3102,13,181,tiles/13/2305/3102.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3102.png
2305,3103,13,186,tiles/13/2305/3103.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3103.png
2305,3104,13,195,tiles/13/2305/3104.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3104.png
2305,3105,13,195,tiles/13/2305/3105.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3105.png
2305,3106,13,195,tiles/13/2305/3106.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3106.png
2305,3107,13,195,tiles/13/2305/3107.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3107.png
2305,3108,13,195,tiles/13/2305/3108.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3108.png
2305,3109,13,338,tiles/13/2305/3109.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3109.png
2305,3110,13,799,tiles/13/2305/3110.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3110.png
2305,3111,13,468,tiles/13/2305/3111.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3111.png
2305,3112,13,472,tiles/13/2305/3112.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3112.png
2305,3113,13,472,tiles/13/2305/3113.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3113.png
2305,3114,13,479,tiles/13/2305/3114.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3114.png
2305,3115,13,440,tiles/13/2305/3115.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3115.png
2305,3116,13,275,tiles/13/2305/3116.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3116.png
2305,3117,13,297,tiles/13/2305/3117.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3117.png
2305,3118,13,315,tiles/13/2305/3118.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3118.png
2305,3119,13,312,tiles/13/2305/3119.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3119.png
2305,3120,13,300,tiles/13/2305/3120.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3120.png
2305,3121,13,236,tiles/13/2305/3121.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3121.png
2305,3122,13,164,tiles/13/2305/3122.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3122.png
2305,3123,13,165,tiles/13/2305/3123.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3123.png
2305,3124,13,169,tiles/13/2305/3124.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3124.png
2305,3125,13,176,tiles/13/2305/3125.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3125.png
2305,3126,13,155,tiles/13/2305/3126.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3126.png
2305,3127,13,115,tiles/13/2305/3127.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3127.png
2305,3128,13,115,tiles/13/2305/3128.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3128.png
2305,3129,13,138,tiles/13/2305/3129.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3129.png
2305,3130,13,118,tiles/13/2305/3130.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3130.png
2305,3131,13,115,tiles/13/2305/3131.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3131.png
2305,3132,13,120,tiles/13/2305/3132.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3132.png
2305,3133,13,161,tiles/13/2305/3133.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3133.png
2305,3134,13,167,tiles/13/2305/3134.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3134.png
2305,3135,13,344,tiles/13/2305/3135.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3135.png
2305,3136,13,443,tiles/13/2305/3136.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3136.png
2305,3137,13,448,tiles/13/2305/3137.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3137.png
2305,3138,13,448,tiles/13/2305/3138.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3138.png
2305,3139,13,482,tiles/13/2305/3139.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3139.png
2305,3140,13,542,tiles/13/2305/3140.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3140.png
2305,3141,13,649,tiles/13/2305/3141.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3141.png
2305,3142,13,308,tiles/13/2305/3142.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3142.png
2305,3143,13,310,tiles/13/2305/3143.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3143.png
2305,3144,13,317,tiles/13/2305/3144.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3144.png
2305,3145,13,481,tiles/13/2305/3145.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3145.png
2305,3146,13,634,tiles/13/2305/3146.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3146.png
2305,3147,13,637,tiles/13/2305/3147.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3147.png
2305,3148,13,622,tiles/13/2305/3148.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3148.png
2305,3149,13,435,tiles/13/2305/3149.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3149.png
2305,3150,13,449,tiles/13/2305/3150.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3150.png
2305,3151,13,465,tiles/13/2305/3151.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3151.png
2305,3152,13,370,tiles/13/2305/3152.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3152.png
2305,3153,13,186,tiles/13/2305/3153.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3153.png
2305,3154,13,186,tiles/13/2305/3154.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3154.png
2305,3155,13,187,tiles/13/2305/3155.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3155.png
2305,3156,13,190,tiles/13/2305/3156.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3156.png
2305,3157,13,2221,tiles/13/2305/3157.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3157.png
2305,3158,13,2517,tiles/13/2305/3158.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3158.png
2305,3159,13,255,tiles/13/2305/3159.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3159.png
2305,3160,13,255,tiles/13/2305/3160.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3160.png
2305,3161,13,289,tiles/13/2305/3161.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3161.png
2305,3162,13,349,tiles/13/2305/3162.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3162.png
2305,3163,13,217,tiles/13/2305/3163.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3163.png
2305,3164,13,217,tiles/13/2305/3164.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3164.png
2305,3165,13,208,tiles/13/2305/3165.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3165.png
2305,3166,13,194,tiles/13/2305/3166.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3166.png
2305,3167,13,190,tiles/13/2305/3167.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3167.png
2305,3168,13,169,tiles/13/2305/3168.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3168.png
2305,3169,13,150,tiles/13/2305/3169.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3169.png
2305,3170,13,146,tiles/13/2305/3170.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3170.png
2305,3171,13,116,tiles/13/2305/3171.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3171.png
2305,3172,13,95,tiles/13/2305/3172.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3172.png
2305,3173,13,95,tiles/13/2305/3173.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3173.png
2305,3174,13,95,tiles/13/2305/3174.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3174.png
2305,3175,13,101,tiles/13/2305/3175.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3175.png
2305,3176,13,149,tiles/13/2305/3176.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3176.png
2305,3177,13,166,tiles/13/2305/3177.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3177.png
2305,3178,13,166,tiles/13/2305/3178.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3178.png
2305,3179,13,166,tiles/13/2305/3179.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3179.png
2305,3180,13,171,tiles/13/2305/3180.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3180.png
2305,3181,13,200,tiles/13/2305/3181.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3181.png
2305,3182,13,214,tiles/13/2305/3182.png,http://1.basemaps.cartocdn.com/light_nolabels/13/2305/3182.png
